Face_Index,Vertex_Coordinates,Red,Green,Blue
3260,"(4.344804, 0.71151, 5.414407); (4.361844, 0.423538, 5.380795); (4.284337, 0.452408, 5.104388); (4.269752, 0.737114, 5.139689)",0.8,0.8,0.8
3261,"(4.361844, 0.423538, 5.380795); (4.344804, 0.71151, 5.414407); (4.412007, 0.687126, 5.692054); (4.422685, 0.400192, 5.663381)",0.8,0.8,0.8
3262,"(4.474742, 0.378845, 5.948797); (4.422685, 0.400192, 5.663381); (4.412007, 0.687126, 5.692054); (4.472573, 0.666466, 5.972547)",0.8,0.8,0.8
3263,"(4.409139, 0.94162, 6.008954); (4.472573, 0.666466, 5.972547); (4.412007, 0.687126, 5.692054); (4.34615, 0.960213, 5.733299)",0.8,0.8,0.8
3264,"(4.361844, 0.423538, 5.380795); (4.286923, 0.137672, 5.370466); (4.212003, 0.168289, 5.091405); (4.284337, 0.452408, 5.104388)",0.8,0.8,0.8
3265,"(4.301583, -0.141266, 7.966141); (4.313972, -0.166389, 7.682281); (4.432145, 0.091202, 7.671307); (4.413781, 0.113632, 7.952382)",0.8,0.8,0.8
3266,"(4.3849, 0.145004, 8.230099); (4.29082, -0.111076, 8.24781); (4.301583, -0.141266, 7.966141); (4.413781, 0.113632, 7.952382)",0.8,0.8,0.8
3267,"(4.134149, -0.336349, 8.275188); (4.141536, -0.368477, 7.989601); (4.301583, -0.141266, 7.966141); (4.29082, -0.111076, 8.24781)",0.8,0.8,0.8
3268,"(4.444661, 0.076088, 7.38771); (4.432145, 0.091202, 7.671307); (4.313972, -0.166389, 7.682281); (4.317683, -0.183159, 7.396197)",0.8,0.8,0.8
3269,"(4.313972, -0.166389, 7.682281); (4.148942, -0.396263, 7.702585); (4.152898, -0.419327, 7.41364); (4.317683, -0.183159, 7.396197)",0.8,0.8,0.8
3270,"(4.141536, -0.368477, 7.989601); (4.148942, -0.396263, 7.702585); (4.313972, -0.166389, 7.682281); (4.301583, -0.141266, 7.966141)",0.8,0.8,0.8
3271,"(4.432145, 0.091202, 7.671307); (4.4898, 0.366302, 7.668585); (4.454917, 0.385254, 7.946063); (4.413781, 0.113632, 7.952382)",0.8,0.8,0.8
3272,"(4.432145, 0.091202, 7.671307); (4.444661, 0.076088, 7.38771); (4.509662, 0.354927, 7.387331); (4.4898, 0.366302, 7.668585)",0.8,0.8,0.8
3273,"(0.10307, -0.442039, 6.529147); (-0.184347, -0.401283, 6.570652); (-0.211199, -0.377686, 6.28444); (0.074995, -0.423187, 6.243494)",0.8,0.8,0.8
3274,"(0.044962, -0.41468, 5.958528); (0.074995, -0.423187, 6.243494); (-0.211199, -0.377686, 6.28444); (-0.238544, -0.357803, 5.998989)",0.8,0.8,0.8
3275,"(0.10307, -0.442039, 6.529147); (0.129098, -0.475677, 6.814517); (-0.158329, -0.434761, 6.857033); (-0.184347, -0.401283, 6.570652)",0.8,0.8,0.8
3276,"(0.357326, -0.488892, 6.200742); (0.387607, -0.498428, 6.48585); (0.10307, -0.442039, 6.529147); (0.074995, -0.423187, 6.243494)",0.8,0.8,0.8
3277,"(-0.857038, 1.459221, 12.536329); (-0.845245, 1.317116, 12.782019); (-0.680982, 1.764534, 12.89916); (-0.694053, 1.884094, 12.650507)",0.8,0.8,0.8
3278,"(-0.833604, 1.246613, 13.053532); (-0.686571, 1.703705, 13.17565); (-0.680982, 1.764534, 12.89916); (-0.845245, 1.317116, 12.782019)",0.8,0.8,0.8
3279,"(-0.670162, 1.986259, 12.404643); (-0.854858, 1.646378, 12.323237); (-0.857038, 1.459221, 12.536329); (-0.694053, 1.884094, 12.650507)",0.8,0.8,0.8
3280,"(-0.847991, 0.825737, 12.608423); (-0.845245, 1.317116, 12.782019); (-0.857038, 1.459221, 12.536329); (-1.03227, 1.024155, 12.34)",0.8,0.8,0.8
3281,"(-0.814759, 0.765656, 12.888202); (-0.833604, 1.246613, 13.053532); (-0.845245, 1.317116, 12.782019); (-0.847991, 0.825737, 12.608423)",0.8,0.8,0.8
3282,"(-0.19964, 4.05751, 7.559403); (-0.423899, 4.104759, 7.634554); (-0.41449, 3.963127, 7.892379); (-0.190284, 3.919525, 7.818352)",0.8,0.8,0.8
3283,"(-0.630345, 3.857094, 8.220331); (-0.403803, 3.824883, 8.15041); (-0.41449, 3.963127, 7.892379); (-0.641623, 3.995613, 7.96215)",0.8,0.8,0.8
3284,"(-0.190284, 3.919525, 7.818352); (-0.41449, 3.963127, 7.892379); (-0.403803, 3.824883, 8.15041); (-0.178851, 3.786629, 8.078709)",0.8,0.8,0.8
3285,"(-0.403803, 3.824883, 8.15041); (-0.630345, 3.857094, 8.220331); (-0.6148, 3.730186, 8.48307); (-0.386889, 3.704926, 8.415922)",0.8,0.8,0.8
3286,"(-0.160846, 3.671967, 8.346207); (-0.178851, 3.786629, 8.078709); (-0.403803, 3.824883, 8.15041); (-0.386889, 3.704926, 8.415922)",0.8,0.8,0.8
3287,"(1.984078, 3.928848, 2.990714); (1.833766, 4.1502, 3.084102); (1.846225, 4.054123, 3.360949); (2.001358, 3.83963, 3.267358)",0.8,0.8,0.8
3288,"(2.162576, 3.627251, 3.177285); (2.141874, 3.710487, 2.900864); (1.984078, 3.928848, 2.990714); (2.001358, 3.83963, 3.267358)",0.8,0.8,0.8
3289,"(1.689322, 4.265297, 3.457109); (1.846225, 4.054123, 3.360949); (1.833766, 4.1502, 3.084102); (1.678745, 4.36657, 3.17943)",0.8,0.8,0.8
3290,"(1.833766, 4.1502, 3.084102); (1.822403, 4.245789, 2.806401); (1.673156, 4.469856, 2.901404); (1.678745, 4.36657, 3.17943)",0.8,0.8,0.8
3291,"(1.833766, 4.1502, 3.084102); (1.984078, 3.928848, 2.990714); (1.974247, 4.021667, 2.714553); (1.822403, 4.245789, 2.806401)",0.8,0.8,0.8
3292,"(2.021797, 3.751602, 3.54355); (2.001358, 3.83963, 3.267358); (1.846225, 4.054123, 3.360949); (1.863463, 3.960091, 3.637518)",0.8,0.8,0.8
3293,"(1.846225, 4.054123, 3.360949); (1.689322, 4.265297, 3.457109); (1.703382, 4.165245, 3.733944); (1.863463, 3.960091, 3.637518)",0.8,0.8,0.8
3294,"(0.228411, 4.202454, 6.883038); (0.015119, 4.290581, 6.970758); (0.015733, 4.139641, 7.223501); (0.230163, 4.058556, 7.138378)",0.8,0.8,0.8
3295,"(4.570962, 0.349274, 9.818326); (4.501698, 0.346024, 9.556705); (4.678088, 0.54705, 9.560082); (4.747695, 0.546165, 9.836915)",0.8,0.8,0.8
3296,"(4.414527, 0.33564, 9.304276); (4.596692, 0.531311, 9.29031); (4.678088, 0.54705, 9.560082); (4.501698, 0.346024, 9.556705)",0.8,0.8,0.8
3297,"(4.570962, 0.349274, 9.818326); (4.634883, 0.317047, 10.087339); (4.415639, 0.150597, 10.068515); (4.347653, 0.197479, 9.812371)",0.8,0.8,0.8
3298,"(4.273913, 0.203484, 9.566435); (4.501698, 0.346024, 9.556705); (4.570962, 0.349274, 9.818326); (4.347653, 0.197479, 9.812371)",0.8,0.8,0.8
3299,"(-4.171827, 13.509438, -4.195637); (-4.180801, 13.233841, -4.171076); (-4.189318, 13.262268, -3.908068); (-4.180377, 13.538284, -3.933678)",0.8,0.8,0.8
3300,"(-4.189318, 13.262268, -3.908068); (-4.205002, 12.984779, -3.884472); (-4.194294, 13.01696, -3.621093); (-4.180736, 13.295799, -3.64542)",0.8,0.8,0.8
3301,"(-4.197409, 12.957176, -4.148352); (-4.205002, 12.984779, -3.884472); (-4.189318, 13.262268, -3.908068); (-4.180801, 13.233841, -4.171076)",0.8,0.8,0.8
3302,"(-4.171114, 13.57267, -3.672105); (-4.180377, 13.538284, -3.933678); (-4.189318, 13.262268, -3.908068); (-4.180736, 13.295799, -3.64542)",0.8,0.8,0.8
3303,"(-4.171827, 13.509438, -4.195637); (-4.168436, 13.783737, -4.222054); (-4.143302, 13.760544, -4.481817); (-4.144972, 13.485794, -4.456679)",0.8,0.8,0.8
3304,"(-4.171827, 13.509438, -4.195637); (-4.144972, 13.485794, -4.456679); (-4.152808, 13.210075, -4.433121); (-4.180801, 13.233841, -4.171076)",0.8,0.8,0.8
3305,"(-4.175301, 13.812668, -3.961214); (-4.168436, 13.783737, -4.222054); (-4.171827, 13.509438, -4.195637); (-4.180377, 13.538284, -3.933678)",0.8,0.8,0.8
3306,"(-4.624863, 1.098419, -5.180078); (-4.578279, 0.79213, -5.199536); (-4.531761, 0.773407, -4.89923); (-4.578122, 1.079308, -4.8812)",0.8,0.8,0.8
3307,"(-4.66462, 1.122681, -5.481123); (-4.616881, 0.816635, -5.502115); (-4.578279, 0.79213, -5.199536); (-4.624863, 1.098419, -5.180078)",0.8,0.8,0.8
3308,"(-4.385875, 0.461555, -4.622099); (-4.471409, 0.760818, -4.602801); (-4.531761, 0.773407, -4.89923); (-4.448194, 0.472847, -4.919575)",0.8,0.8,0.8
3309,"(-4.531761, 0.773407, -4.89923); (-4.578279, 0.79213, -5.199536); (-4.500522, 0.49028, -5.220075); (-4.448194, 0.472847, -4.919575)",0.8,0.8,0.8
3310,"(-4.531761, 0.773407, -4.89923); (-4.471409, 0.760818, -4.602801); (-4.521212, 1.065536, -4.586071); (-4.578122, 1.079308, -4.8812)",0.8,0.8,0.8
3311,"(-3.605034, 0.021111, -3.271792); (-3.494259, 0.056488, -3.005762); (-3.673672, 0.290581, -2.972066); (-3.782025, 0.260056, -3.239104)",0.8,0.8,0.8
3312,"(-3.384277, 0.09243, -2.742312); (-3.563683, 0.323723, -2.709025); (-3.673672, 0.290581, -2.972066); (-3.494259, 0.056488, -3.005762)",0.8,0.8,0.8
3313,"(-3.717899, 0.572746, -2.679662); (-3.824835, 0.54422, -2.943494); (-3.673672, 0.290581, -2.972066); (-3.563683, 0.323723, -2.709025)",0.8,0.8,0.8
3314,"(-3.673672, 0.290581, -2.972066); (-3.824835, 0.54422, -2.943494); (-3.930906, 0.518112, -3.210989); (-3.782025, 0.260056, -3.239104)",0.8,0.8,0.8
3315,"(-3.288924, -0.155235, -3.044856); (-3.494259, 0.056488, -3.005762); (-3.605034, 0.021111, -3.271792); (-3.399326, -0.193489, -3.311036)",0.8,0.8,0.8
3316,"(-3.605034, 0.021111, -3.271792); (-3.715788, -0.012848, -3.54097); (-3.507936, -0.22924, -3.580885); (-3.399326, -0.193489, -3.311036)",0.8,0.8,0.8
3317,"(0.058314, 7.389374, -6.680478); (-0.128613, 7.39827, -6.921555); (-0.111931, 7.672508, -6.899656); (0.07997, 7.664276, -6.661843)",0.8,0.8,0.8
3318,"(0.10526, 7.937935, -6.652448); (0.07997, 7.664276, -6.661843); (-0.111931, 7.672508, -6.899656); (-0.090341, 7.94561, -6.887494)",0.8,0.8,0.8
3319,"(-0.111931, 7.672508, -6.899656); (-0.301402, 7.682693, -7.137114); (-0.288477, 7.95517, -7.117735); (-0.090341, 7.94561, -6.887494)",0.8,0.8,0.8
3320,"(0.058314, 7.389374, -6.680478); (0.07997, 7.664276, -6.661843); (0.273046, 7.657722, -6.422633); (0.246259, 7.382111, -6.438549)",0.8,0.8,0.8
3321,"(0.077226, 6.567841, -6.819755); (-0.104671, 6.579178, -7.063317); (-0.133446, 6.849106, -6.999053); (0.051523, 6.83902, -6.75771)",0.8,0.8,0.8
3322,"(-0.285818, 6.592361, -7.30722); (-0.309993, 6.862694, -7.245628); (-0.133446, 6.849106, -6.999053); (-0.104671, 6.579178, -7.063317)",0.8,0.8,0.8
3323,"(-0.316231, 7.135941, -7.198707); (-0.1376, 7.12339, -6.953794); (-0.133446, 6.849106, -6.999053); (-0.309993, 6.862694, -7.245628)",0.8,0.8,0.8
3324,"(0.077226, 6.567841, -6.819755); (0.051523, 6.83902, -6.75771); (0.230699, 6.829605, -6.51176); (0.247509, 6.55526, -6.568011)",0.8,0.8,0.8
3325,"(-3.634871, -0.267998, 6.742331); (-3.883322, -0.123306, 6.752638); (-3.857713, -0.007965, 6.467993); (-3.623829, -0.165703, 6.455657)",0.8,0.8,0.8
3326,"(-4.082072, 0.084526, 6.77643); (-4.042083, 0.203789, 6.494233); (-3.857713, -0.007965, 6.467993); (-3.883322, -0.123306, 6.752638)",0.8,0.8,0.8
3327,"(0.016027, 5.212646, 5.4386); (0.020881, 5.065887, 5.702622); (0.240786, 4.966576, 5.612381); (0.236735, 5.111641, 5.347221)",0.0,1.0,0.0
3328,"(0.236735, 5.111641, 5.347221); (0.240786, 4.966576, 5.612381); (0.450074, 4.850868, 5.51663); (0.448339, 4.993774, 5.252015)",0.0,1.0,0.0
3329,"(0.450074, 4.850868, 5.51663); (0.240786, 4.966576, 5.612381); (0.240734, 4.814629, 5.87115); (0.44751, 4.698982, 5.775125)",0.0,1.0,0.0
3330,"(0.450074, 4.850868, 5.51663); (0.652883, 4.721054, 5.418631); (0.65284, 4.861702, 5.154105); (0.448339, 4.993774, 5.252015)",0.0,1.0,0.0
3331,"(1.849933, 3.908379, -2.370717); (1.762188, 3.900848, -2.661403); (1.748531, 4.203949, -2.608664); (1.835064, 4.212708, -2.316173)",0.8,0.8,0.8
3332,"(1.864997, 3.604584, -2.424505); (1.849933, 3.908379, -2.370717); (1.92962, 3.914398, -2.079574); (1.949537, 3.610573, -2.136077)",0.8,0.8,0.8
3333,"(1.92962, 3.914398, -2.079574); (1.910775, 4.219429, -2.022289); (1.979198, 4.223961, -1.728411); (1.998775, 3.918015, -1.78774)",0.8,0.8,0.8
3334,"(1.92962, 3.914398, -2.079574); (1.849933, 3.908379, -2.370717); (1.835064, 4.212708, -2.316173); (1.910775, 4.219429, -2.022289)",0.8,0.8,0.8
3335,"(2.020828, 3.613602, -1.846181); (1.949537, 3.610573, -2.136077); (1.92962, 3.914398, -2.079574); (1.998775, 3.918015, -1.78774)",0.8,0.8,0.8
3336,"(1.864997, 3.604584, -2.424505); (1.775126, 3.598236, -2.713652); (1.762188, 3.900848, -2.661403); (1.849933, 3.908379, -2.370717)",0.8,0.8,0.8
3337,"(1.864997, 3.604584, -2.424505); (1.882982, 3.302086, -2.478346); (1.793133, 3.296555, -2.766841); (1.775126, 3.598236, -2.713652)",0.8,0.8,0.8
3338,"(1.437316, 1.639076, -6.130526); (1.355608, 1.663483, -6.437696); (1.315881, 1.959236, -6.386703); (1.392051, 1.933876, -6.078348)",0.8,0.8,0.8
3339,"(1.163468, 2.274117, -6.633782); (1.248557, 2.2463, -6.326221); (1.315881, 1.959236, -6.386703); (1.230788, 1.987663, -6.694912)",0.8,0.8,0.8
3340,"(1.017319, 2.837173, -6.501009); (1.086641, 2.555435, -6.567312); (0.991199, 2.585152, -6.872407); (0.916185, 2.864182, -6.802526)",0.8,0.8,0.8
3341,"(0.991199, 2.585152, -6.872407); (0.887374, 2.622658, -7.175929); (0.810634, 2.90036, -7.103433); (0.916185, 2.864182, -6.802526)",0.8,0.8,0.8
3342,"(0.991199, 2.585152, -6.872407); (1.086641, 2.555435, -6.567312); (1.163468, 2.274117, -6.633782); (1.070415, 2.305565, -6.941363)",0.8,0.8,0.8
3343,"(1.017319, 2.837173, -6.501009); (1.11009, 2.813225, -6.198123); (1.179029, 2.530602, -6.262871); (1.086641, 2.555435, -6.567312)",0.8,0.8,0.8
3344,"(1.017319, 2.837173, -6.501009); (0.916185, 2.864182, -6.802526); (0.856365, 3.145988, -6.735936); (0.955335, 3.119225, -6.435698)",0.8,0.8,0.8
3345,"(1.017319, 2.837173, -6.501009); (0.955335, 3.119225, -6.435698); (1.04728, 3.095886, -6.134026); (1.11009, 2.813225, -6.198123)",0.8,0.8,0.8
3346,"(1.195871, 2.792412, -5.894459); (1.261692, 2.508133, -5.957391); (1.179029, 2.530602, -6.262871); (1.11009, 2.813225, -6.198123)",0.8,0.8,0.8
3347,"(1.179029, 2.530602, -6.262871); (1.248557, 2.2463, -6.326221); (1.163468, 2.274117, -6.633782); (1.086641, 2.555435, -6.567312)",0.8,0.8,0.8
3348,"(1.337535, 2.488556, -5.6517); (1.261692, 2.508133, -5.957391); (1.195871, 2.792412, -5.894459); (1.273551, 2.77404, -5.589895)",0.8,0.8,0.8
3349,"(1.195871, 2.792412, -5.894459); (1.11009, 2.813225, -6.198123); (1.04728, 3.095886, -6.134026); (1.133054, 3.075943, -5.831436)",0.8,0.8,0.8
3350,"(1.195871, 2.792412, -5.894459); (1.133054, 3.075943, -5.831436); (1.211385, 3.05854, -5.527803); (1.273551, 2.77404, -5.589895)",0.8,0.8,0.8
3351,"(-4.514666, 1.095688, 9.571301); (-4.476008, 1.36132, 9.586966); (-4.533919, 1.412712, 9.308336); (-4.575394, 1.14238, 9.289897)",0.8,0.8,0.8
3352,"(-4.404352, 1.315369, 9.86371); (-4.476008, 1.36132, 9.586966); (-4.514666, 1.095688, 9.571301); (-4.443844, 1.05677, 9.849986)",0.8,0.8,0.8
3353,"(-4.575394, 1.14238, 9.289897); (-4.576449, 0.867599, 9.265762); (-4.51408, 0.825638, 9.549847); (-4.514666, 1.095688, 9.571301)",0.8,0.8,0.8
3354,"(-4.400885, 0.522514, 9.81286); (-4.442933, 0.791092, 9.831204); (-4.51408, 0.825638, 9.549847); (-4.475743, 0.550957, 9.529771)",0.8,0.8,0.8
3355,"(2.477104, 2.366028, 8.390841); (2.435629, 2.39827, 8.12154); (2.237172, 2.533371, 8.217035); (2.276574, 2.49675, 8.487476)",0.8,0.8,0.8
3356,"(2.237172, 2.533371, 8.217035); (2.435629, 2.39827, 8.12154); (2.400688, 2.442207, 7.853136); (2.19861, 2.57309, 7.946125)",0.8,0.8,0.8
3357,"(2.237172, 2.533371, 8.217035); (2.19861, 2.57309, 7.946125); (2.005369, 2.704201, 8.039311); (2.03377, 2.647781, 8.308973)",0.8,0.8,0.8
3358,"(2.065898, 2.596001, 8.578856); (2.276574, 2.49675, 8.487476); (2.237172, 2.533371, 8.217035); (2.03377, 2.647781, 8.308973)",0.8,0.8,0.8
3359,"(2.477104, 2.366028, 8.390841); (2.675308, 2.229019, 8.294134); (2.640748, 2.269386, 8.027641); (2.435629, 2.39827, 8.12154)",0.8,0.8,0.8
3360,"(2.640748, 2.269386, 8.027641); (2.61158, 2.319443, 7.761705); (2.400688, 2.442207, 7.853136); (2.435629, 2.39827, 8.12154)",0.8,0.8,0.8
3361,"(2.897389, 2.126541, 8.204273); (2.872203, 2.179321, 7.940364); (2.640748, 2.269386, 8.027641); (2.675308, 2.229019, 8.294134)",0.8,0.8,0.8
3362,"(2.370954, 2.498444, 7.585799); (2.400688, 2.442207, 7.853136); (2.61158, 2.319443, 7.761705); (2.585358, 2.381561, 7.497603)",0.8,0.8,0.8
3363,"(2.872203, 2.179321, 7.940364); (2.845643, 2.231415, 7.676644); (2.61158, 2.319443, 7.761705); (2.640748, 2.269386, 8.027641)",0.8,0.8,0.8
3364,"(2.400688, 2.442207, 7.853136); (2.370954, 2.498444, 7.585799); (2.168525, 2.628937, 7.676736); (2.19861, 2.57309, 7.946125)",0.8,0.8,0.8
3365,"(-4.708248, 8.430977, -4.32478); (-4.777949, 8.715752, -4.322797); (-4.619748, 8.719032, -4.572623); (-4.573194, 8.433571, -4.581439)",0.8,0.8,0.8
3366,"(-4.619748, 8.719032, -4.572623); (-4.777949, 8.715752, -4.322797); (-4.837461, 9.003815, -4.328074); (-4.65801, 9.00396, -4.573325)",0.8,0.8,0.8
3367,"(-4.479734, 8.999779, -4.812289); (-4.455561, 8.716171, -4.816891); (-4.619748, 8.719032, -4.572623); (-4.65801, 9.00396, -4.573325)",0.8,0.8,0.8
3368,"(-4.708248, 8.430977, -4.32478); (-4.643208, 8.143875, -4.338815); (-4.721126, 8.144753, -4.061475); (-4.796988, 8.434631, -4.046515)",0.8,0.8,0.8
3369,"(-4.536777, 8.145699, -4.604921); (-4.643208, 8.143875, -4.338815); (-4.708248, 8.430977, -4.32478); (-4.573194, 8.433571, -4.581439)",0.8,0.8,0.8
3370,"(-4.887663, 8.718803, -4.04525); (-4.777949, 8.715752, -4.322797); (-4.708248, 8.430977, -4.32478); (-4.796988, 8.434631, -4.046515)",0.8,0.8,0.8
3371,"(-3.75774, 0.119896, 12.285693); (-3.736166, 0.194405, 12.013588); (-3.567639, 0.046928, 12.006656); (-3.593996, -0.046944, 12.273475)",0.8,0.8,0.8
3372,"(-3.193448, -0.268105, 12.244041); (-3.400559, -0.17215, 12.261543); (-3.383132, -0.074287, 11.997387); (-3.183205, -0.171211, 11.982224)",0.8,0.8,0.8
3373,"(-2.451493, 8.510437, 1.144392); (-2.104218, 8.529015, 1.121365); (-2.04728, 8.816864, 0.981964); (-2.365714, 8.775398, 0.951084)",0.8,0.8,0.8
3374,"(-1.771548, 8.535568, 1.067058); (-1.728955, 8.791023, 0.883214); (-2.04728, 8.816864, 0.981964); (-2.104218, 8.529015, 1.121365)",0.8,0.8,0.8
3375,"(-2.673899, 8.685722, 0.825156); (-2.74007, 8.384033, 1.042263); (-2.451493, 8.510437, 1.144392); (-2.365714, 8.775398, 0.951084)",0.8,0.8,0.8
3376,"(-2.451493, 8.510437, 1.144392); (-2.482181, 8.235756, 1.300119); (-2.146047, 8.292412, 1.315917); (-2.104218, 8.529015, 1.121365)",0.8,0.8,0.8
3377,"(-2.451493, 8.510437, 1.144392); (-2.74007, 8.384033, 1.042263); (-2.787447, 8.143204, 1.223848); (-2.482181, 8.235756, 1.300119)",0.8,0.8,0.8
3378,"(-4.143302, 13.760544, -4.481817); (-4.109731, 13.742653, -4.740866); (-4.106798, 13.467117, -4.716648); (-4.144972, 13.485794, -4.456679)",0.8,0.8,0.8
3379,"(-4.109731, 13.742653, -4.740866); (-4.143302, 13.760544, -4.481817); (-4.147496, 14.034538, -4.508315); (-4.119357, 14.017578, -4.765874)",0.8,0.8,0.8
3380,"(-4.133856, 14.292145, -4.790987); (-4.119357, 14.017578, -4.765874); (-4.147496, 14.034538, -4.508315); (-4.155619, 14.308052, -4.535561)",0.8,0.8,0.8
3381,"(-4.168436, 13.783737, -4.222054); (-4.169435, 14.0569, -4.25045); (-4.147496, 14.034538, -4.508315); (-4.143302, 13.760544, -4.481817)",0.8,0.8,0.8
3382,"(-4.147496, 14.034538, -4.508315); (-4.169435, 14.0569, -4.25045); (-4.173584, 14.329369, -4.280246); (-4.155619, 14.308052, -4.535561)",0.8,0.8,0.8
3383,"(-4.109731, 13.742653, -4.740866); (-4.119357, 14.017578, -4.765874); (-4.083876, 14.005356, -5.022865); (-4.065619, 13.729576, -4.998517)",0.8,0.8,0.8
3384,"(-4.059158, 13.452972, -4.975202); (-4.106798, 13.467117, -4.716648); (-4.109731, 13.742653, -4.740866); (-4.065619, 13.729576, -4.998517)",0.8,0.8,0.8
3385,"(-4.133856, 14.292145, -4.790987); (-4.155619, 14.308052, -4.535561); (-4.168165, 14.581352, -4.562835); (-4.146937, 14.566978, -4.814837)",0.8,0.8,0.8
3386,"(-4.168165, 14.581352, -4.562835); (-4.155619, 14.308052, -4.535561); (-4.173584, 14.329369, -4.280246); (-4.181504, 14.601501, -4.311086)",0.8,0.8,0.8
3387,"(-4.133856, 14.292145, -4.790987); (-4.103028, 14.28112, -5.046198); (-4.083876, 14.005356, -5.022865); (-4.119357, 14.017578, -4.765874)",0.8,0.8,0.8
3388,"(-4.127319, 14.556534, -5.06812); (-4.103028, 14.28112, -5.046198); (-4.133856, 14.292145, -4.790987); (-4.146937, 14.566978, -4.814837)",0.8,0.8,0.8
3389,"(-4.146937, 14.566978, -4.814837); (-4.168165, 14.581352, -4.562835); (-4.183074, 14.855003, -4.588851); (-4.167303, 14.842239, -4.836732)",0.8,0.8,0.8
3390,"(-4.181504, 14.601501, -4.311086); (-4.193411, 14.873978, -4.34221); (-4.183074, 14.855003, -4.588851); (-4.168165, 14.581352, -4.562835)",0.8,0.8,0.8
3391,"(-4.193996, 15.118683, -4.856324); (-4.167303, 14.842239, -4.836732); (-4.183074, 14.855003, -4.588851); (-4.203451, 15.128693, -4.613415)",0.8,0.8,0.8
3392,"(-4.146937, 14.566978, -4.814837); (-4.167303, 14.842239, -4.836732); (-4.149725, 14.833061, -5.086318); (-4.127319, 14.556534, -5.06812)",0.8,0.8,0.8
3393,"(-2.747269, 0.422356, 2.833706); (-2.775219, 0.475609, 2.565619); (-2.531679, 0.345757, 2.548221); (-2.499796, 0.301605, 2.817565)",0.8,0.8,0.8
3394,"(-2.531679, 0.345757, 2.548221); (-2.775219, 0.475609, 2.565619); (-2.80311, 0.532249, 2.299618); (-2.563768, 0.394272, 2.281025)",0.8,0.8,0.8
3395,"(-2.278178, 0.235046, 2.529384); (-2.531679, 0.345757, 2.548221); (-2.563768, 0.394272, 2.281025); (-2.314718, 0.271568, 2.260825)",0.8,0.8,0.8
3396,"(-3.407349, 1.099869, 2.362224); (-3.233226, 0.881493, 2.3376); (-3.21656, 0.808258, 2.60026); (-3.397227, 1.019295, 2.623688)",0.8,0.8,0.8
3397,"(-3.202582, 0.731468, 2.864421); (-3.21656, 0.808258, 2.60026); (-3.004472, 0.629402, 2.582628); (-2.980627, 0.567528, 2.849171)",0.8,0.8,0.8
3398,"(-3.004472, 0.629402, 2.582628); (-3.027683, 0.693764, 2.317877); (-2.80311, 0.532249, 2.299618); (-2.775219, 0.475609, 2.565619)",0.8,0.8,0.8
3399,"(-3.202582, 0.731468, 2.864421); (-2.980627, 0.567528, 2.849171); (-2.962782, 0.49778, 3.116202); (-3.187675, 0.655655, 3.130661)",0.8,0.8,0.8
3400,"(-3.202582, 0.731468, 2.864421); (-3.187675, 0.655655, 3.130661); (-3.381039, 0.851265, 3.150885); (-3.38745, 0.936707, 2.886695)",0.8,0.8,0.8
3401,"(-3.202582, 0.731468, 2.864421); (-3.38745, 0.936707, 2.886695); (-3.397227, 1.019295, 2.623688); (-3.21656, 0.808258, 2.60026)",0.8,0.8,0.8
3402,"(0.575793, 7.078072, 0.913272); (0.613999, 7.213554, 0.596652); (0.393148, 7.435432, 0.730446); (0.374193, 7.258781, 1.039214)",0.8,0.8,0.8
3403,"(0.575793, 7.078072, 0.913272); (0.780788, 6.849121, 0.825263); (0.815182, 6.96843, 0.505388); (0.613999, 7.213554, 0.596652)",0.8,0.8,0.8
3404,"(0.16873, 7.404739, 1.162694); (0.374193, 7.258781, 1.039214); (0.393148, 7.435432, 0.730446); (0.181423, 7.580856, 0.924057)",0.8,0.8,0.8
3405,"(0.144297, 7.801949, 0.721593); (0.38073, 7.670731, 0.354786); (0.198255, 8.056961, 0.223529); (-0.042621, 8.112869, 0.660058)",0.8,0.8,0.8
3406,"(0.638929, 7.347755, 0.227859); (0.38073, 7.670731, 0.354786); (0.393148, 7.435432, 0.730446); (0.613999, 7.213554, 0.596652)",0.8,0.8,0.8
