Face_Index,Vertex_Coordinates,Red,Green,Blue
4788,"(-2.754399, 6.201637, -9.047078); (-2.744263, 6.468666, -8.991894); (-2.511055, 6.486679, -9.150771); (-2.518434, 6.220757, -9.206219)",0.8,0.8,0.8
4789,"(-2.252301, 6.233658, -9.300389); (-2.518434, 6.220757, -9.206219); (-2.511055, 6.486679, -9.150771); (-2.250455, 6.499702, -9.250639)",0.8,0.8,0.8
4790,"(-2.527573, 5.95401, -9.263489); (-2.771272, 5.93544, -9.10865); (-2.754399, 6.201637, -9.047078); (-2.518434, 6.220757, -9.206219)",0.8,0.8,0.8
4791,"(-4.067058, 2.843178, 0.979862); (-4.149615, 3.12648, 1.01924); (-4.156638, 3.190392, 0.762972); (-4.074328, 2.905373, 0.723715)",0.8,0.8,0.8
4792,"(-4.220573, 3.414177, 1.060819); (-4.22737, 3.480011, 0.803973); (-4.156638, 3.190392, 0.762972); (-4.149615, 3.12648, 1.01924)",0.8,0.8,0.8
4793,"(-4.081809, 2.960762, 0.467312); (-4.074328, 2.905373, 0.723715); (-4.156638, 3.190392, 0.762972); (-4.161839, 3.247604, 0.506009)",0.8,0.8,0.8
4794,"(-4.067058, 2.843178, 0.979862); (-4.060679, 2.774132, 1.235646); (-4.141493, 3.055939, 1.275551); (-4.149615, 3.12648, 1.01924)",0.8,0.8,0.8
4795,"(1.180275, 15.439224, -3.897972); (1.21159, 15.483215, -3.623461); (1.197158, 15.200348, -3.578784); (1.164228, 15.158562, -3.854738)",0.8,0.8,0.8
4796,"(1.233882, 15.528946, -3.347126); (1.219082, 15.244034, -3.300826); (1.197158, 15.200348, -3.578784); (1.21159, 15.483215, -3.623461)",0.8,0.8,0.8
4797,"(1.197158, 15.200348, -3.578784); (1.219082, 15.244034, -3.300826); (1.194545, 14.958961, -3.259207); (1.177259, 14.917175, -3.538229)",0.8,0.8,0.8
4798,"(1.124448, 15.118797, -4.12899); (1.141339, 15.398003, -4.170283); (1.180275, 15.439224, -3.897972); (1.164228, 15.158562, -3.854738)",0.8,0.8,0.8
4799,"(-1.363221, -0.892288, -6.709724); (-1.428943, -0.883446, -6.98415); (-1.152379, -0.853317, -7.069764); (-1.0823, -0.86412, -6.793447)",0.8,0.8,0.8
4800,"(-1.012857, -0.871902, -6.516234); (-1.296827, -0.900047, -6.434641); (-1.363221, -0.892288, -6.709724); (-1.0823, -0.86412, -6.793447)",0.8,0.8,0.8
4801,"(-1.428943, -0.883446, -6.98415); (-1.363221, -0.892288, -6.709724); (-1.646913, -0.911011, -6.62952); (-1.708372, -0.902779, -6.902668)",0.8,0.8,0.8
4802,"(-1.87259, -0.937233, -6.281496); (-1.933019, -0.92598, -6.554869); (-1.646913, -0.911011, -6.62952); (-1.583358, -0.922119, -6.355925)",0.8,0.8,0.8
4803,"(-1.296827, -0.900047, -6.434641); (-1.583358, -0.922119, -6.355925); (-1.646913, -0.911011, -6.62952); (-1.363221, -0.892288, -6.709724)",0.8,0.8,0.8
4804,"(-1.428943, -0.883446, -6.98415); (-1.494471, -0.872124, -7.257629); (-1.222886, -0.840271, -7.345422); (-1.152379, -0.853317, -7.069764)",0.8,0.8,0.8
4805,"(-1.428943, -0.883446, -6.98415); (-1.708372, -0.902779, -6.902668); (-1.769303, -0.889786, -7.174694); (-1.494471, -0.872124, -7.257629)",0.8,0.8,0.8
4806,"(-1.222886, -0.840271, -7.345422); (-1.494471, -0.872124, -7.257629); (-1.560656, -0.855957, -7.529599); (-1.295139, -0.822266, -7.619904)",0.8,0.8,0.8
4807,"(-3.708848, 10.364487, -6.059274); (-3.590733, 10.369186, -6.31359); (-3.593221, 10.092819, -6.308302); (-3.714452, 10.08783, -6.053256)",0.8,0.8,0.8
4808,"(-4.247303, 3.909767, -6.332396); (-4.3521, 3.633614, -6.388049); (-4.340376, 3.595917, -6.094409); (-4.248406, 3.876595, -6.040225)",0.8,0.8,0.8
4809,"(-4.146153, 4.221855, -6.564958); (-4.252658, 3.950081, -6.625967); (-4.247303, 3.909767, -6.332396); (-4.150115, 4.185677, -6.274342)",0.8,0.8,0.8
4810,"(-4.3521, 3.633614, -6.388049); (-4.455585, 3.35511, -6.439954); (-4.438904, 3.314728, -6.143996); (-4.340376, 3.595917, -6.094409)",0.8,0.8,0.8
4811,"(-4.416399, 3.278229, -5.850505); (-4.329872, 3.56282, -5.801952); (-4.340376, 3.595917, -6.094409); (-4.438904, 3.314728, -6.143996)",0.8,0.8,0.8
4812,"(-4.340376, 3.595917, -6.094409); (-4.329872, 3.56282, -5.801952); (-4.243489, 3.84565, -5.750152); (-4.248406, 3.876595, -6.040225)",0.8,0.8,0.8
4813,"(-4.416399, 3.278229, -5.850505); (-4.504667, 2.991234, -5.895123); (-4.477752, 2.959007, -5.601575); (-4.3974, 3.247627, -5.557951)",0.8,0.8,0.8
4814,"(-4.329872, 3.56282, -5.801952); (-4.416399, 3.278229, -5.850505); (-4.3974, 3.247627, -5.557951); (-4.321042, 3.535446, -5.510987)",0.8,0.8,0.8
4815,"(-4.448409, 2.930092, -5.30937); (-4.378541, 3.221863, -5.267149); (-4.3974, 3.247627, -5.557951); (-4.477752, 2.959007, -5.601575)",0.8,0.8,0.8
4816,"(-4.314157, 3.513168, -5.221391); (-4.321042, 3.535446, -5.510987); (-4.3974, 3.247627, -5.557951); (-4.378541, 3.221863, -5.267149)",0.8,0.8,0.8
4817,"(-4.26993, 3.943504, 2.22259); (-4.292653, 4.043228, 1.964667); (-4.275516, 3.752411, 1.919811); (-4.254962, 3.656273, 2.177888)",0.8,0.8,0.8
4818,"(-4.252443, 3.838409, 2.48121); (-4.26993, 3.943504, 2.22259); (-4.254962, 3.656273, 2.177888); (-4.237259, 3.55471, 2.435878)",0.8,0.8,0.8
4819,"(-4.24156, 3.463966, 1.874683); (-4.228086, 3.370766, 2.1323); (-4.254962, 3.656273, 2.177888); (-4.275516, 3.752411, 1.919811)",0.8,0.8,0.8
4820,"(-4.252443, 3.838409, 2.48121); (-4.226351, 3.729088, 2.739028); (-4.224374, 4.01046, 2.784519); (-4.248398, 4.123535, 2.525935)",0.8,0.8,0.8
4821,"(-4.275997, 4.232529, 2.267923); (-4.26993, 3.943504, 2.22259); (-4.252443, 3.838409, 2.48121); (-4.248398, 4.123535, 2.525935)",0.8,0.8,0.8
4822,"(-4.313918, 4.731461, 1.797044); (-4.292308, 5.030502, 1.842975); (-4.31496, 5.129021, 1.584502); (-4.335057, 4.825531, 1.538805)",0.8,0.8,0.8
4823,"(-4.292653, 4.043228, 1.964667); (-4.299417, 4.336021, 2.009574); (-4.32034, 4.433189, 1.75136); (-4.314379, 4.136459, 1.70657)",0.8,0.8,0.8
4824,"(-4.32034, 4.433189, 1.75136); (-4.313918, 4.731461, 1.797044); (-4.335057, 4.825531, 1.538805); (-4.340434, 4.523186, 1.493477)",0.8,0.8,0.8
4825,"(-4.137716, 4.451202, 3.132003); (-4.173068, 4.574181, 2.87533); (-4.203416, 4.291885, 2.829707); (-4.171299, 4.172668, 3.086454)",0.8,0.8,0.8
4826,"(-4.236905, 4.408981, 2.572223); (-4.203416, 4.291885, 2.829707); (-4.173068, 4.574181, 2.87533); (-4.206363, 4.693985, 2.618362)",0.8,0.8,0.8
4827,"(-4.224374, 4.01046, 2.784519); (-4.203416, 4.291885, 2.829707); (-4.236905, 4.408981, 2.572223); (-4.248398, 4.123535, 2.525935)",0.8,0.8,0.8
4828,"(-4.236905, 4.408981, 2.572223); (-4.265568, 4.522232, 2.313993); (-4.275997, 4.232529, 2.267923); (-4.248398, 4.123535, 2.525935)",0.8,0.8,0.8
4829,"(-2.062913, -0.107498, 4.73355); (-2.04259, -0.158112, 5.014724); (-2.320683, -0.133644, 5.022524); (-2.338593, -0.074097, 4.742028)",0.8,0.8,0.8
4830,"(-2.608831, -0.017754, 4.749614); (-2.338593, -0.074097, 4.742028); (-2.320683, -0.133644, 5.022524); (-2.595012, -0.09024, 5.028376)",0.8,0.8,0.8
4831,"(-2.320683, -0.133644, 5.022524); (-2.04259, -0.158112, 5.014724); (-2.023518, -0.214882, 5.296039); (-2.303226, -0.190033, 5.304878)",0.8,0.8,0.8
4832,"(-3.606688, 8.718933, -6.345352); (-3.473134, 8.728882, -6.597284); (-3.472378, 8.454826, -6.617704); (-3.605088, 8.444199, -6.365611)",0.8,0.8,0.8
4833,"(-3.472378, 8.454826, -6.617704); (-3.346996, 8.467346, -6.871412); (-3.347834, 8.193375, -6.896423); (-3.469931, 8.180145, -6.641586)",0.8,0.8,0.8
4834,"(-3.606688, 8.718933, -6.345352); (-3.605088, 8.444199, -6.365611); (-3.743065, 8.435463, -6.114163); (-3.744273, 8.710754, -6.093291)",0.8,0.8,0.8
4835,"(-2.084144, -0.057266, 4.453634); (-2.10676, -0.010948, 4.174436); (-1.832915, -0.053368, 4.160812); (-1.808094, -0.090813, 4.440742)",0.8,0.8,0.8
4836,"(-1.832915, -0.053368, 4.160812); (-2.10676, -0.010948, 4.174436); (-2.131212, 0.030754, 3.896007); (-1.858844, -0.017944, 3.881607)",0.8,0.8,0.8
4837,"(-1.584891, -0.062943, 3.86238); (-1.557092, -0.090431, 4.141741); (-1.832915, -0.053368, 4.160812); (-1.858844, -0.017944, 3.881607)",0.8,0.8,0.8
4838,"(-1.505907, -0.156036, 4.703711); (-1.784882, -0.130775, 4.721452); (-1.808094, -0.090813, 4.440742); (-1.530876, -0.122124, 4.42212)",0.8,0.8,0.8
4839,"(-2.062913, -0.107498, 4.73355); (-2.084144, -0.057266, 4.453634); (-1.808094, -0.090813, 4.440742); (-1.784882, -0.130775, 4.721452)",0.8,0.8,0.8
4840,"(-1.22655, -0.183151, 4.679374); (-1.253299, -0.156586, 4.397993); (-0.975856, -0.199158, 4.369206); (-0.94683, -0.216438, 4.650695)",0.8,0.8,0.8
4841,"(-1.505907, -0.156036, 4.703711); (-1.22655, -0.183151, 4.679374); (-1.200737, -0.212318, 4.961279); (-1.482367, -0.193527, 4.985444)",0.8,0.8,0.8
4842,"(-1.200737, -0.212318, 4.961279); (-1.22655, -0.183151, 4.679374); (-0.94683, -0.216438, 4.650695); (-0.918492, -0.23423, 4.932897)",0.8,0.8,0.8
4843,"(-1.505907, -0.156036, 4.703711); (-1.482367, -0.193527, 4.985444); (-1.762872, -0.175133, 5.002811); (-1.784882, -0.130775, 4.721452)",0.8,0.8,0.8
4844,"(-1.253299, -0.156586, 4.397993); (-1.22655, -0.183151, 4.679374); (-1.505907, -0.156036, 4.703711); (-1.530876, -0.122124, 4.42212)",0.8,0.8,0.8
4845,"(-2.46632, 11.836227, -8.723021); (-2.205337, 11.840866, -8.815853); (-2.212823, 11.569817, -8.819058); (-2.473145, 11.564804, -8.723554)",0.8,0.8,0.8
4846,"(-2.692671, 12.10228, -8.596977); (-2.454585, 12.108627, -8.730214); (-2.46632, 11.836227, -8.723021); (-2.699171, 11.828903, -8.58287)",0.8,0.8,0.8
4847,"(-2.46632, 11.836227, -8.723021); (-2.473145, 11.564804, -8.723554); (-2.703382, 11.556671, -8.576777); (-2.699171, 11.828903, -8.58287)",0.8,0.8,0.8
4848,"(-2.205337, 11.840866, -8.815853); (-2.46632, 11.836227, -8.723021); (-2.454585, 12.108627, -8.730214); (-2.193175, 12.112053, -8.814821)",0.8,0.8,0.8
4849,"(-2.454585, 12.108627, -8.730214); (-2.692671, 12.10228, -8.596977); (-2.686669, 12.376091, -8.605444); (-2.446389, 12.381264, -8.73457)",0.8,0.8,0.8
4850,"(-1.918405, 12.111008, -8.847024); (-1.927251, 11.840042, -8.851017); (-2.205337, 11.840866, -8.815853); (-2.193175, 12.112053, -8.814821)",0.8,0.8,0.8
4851,"(1.555222, 0.119347, -4.712748); (1.483189, 0.124268, -5.007902); (1.609829, 0.3946, -5.017904); (1.682072, 0.388145, -4.721278)",0.8,0.8,0.8
4852,"(1.611553, 0.692741, -5.309214); (1.686604, 0.682457, -5.010571); (1.609829, 0.3946, -5.017904); (1.537732, 0.402832, -5.316391)",0.8,0.8,0.8
4853,"(1.760905, 0.674538, -4.713673); (1.682072, 0.388145, -4.721278); (1.609829, 0.3946, -5.017904); (1.686604, 0.682457, -5.010571)",0.8,0.8,0.8
4854,"(1.609829, 0.3946, -5.017904); (1.483189, 0.124268, -5.007902); (1.409553, 0.13205, -5.30477); (1.537732, 0.402832, -5.316391)",0.8,0.8,0.8
4855,"(1.315189, -0.120239, -4.983297); (1.483189, 0.124268, -5.007902); (1.555222, 0.119347, -4.712748); (1.387253, -0.124535, -4.689479)",0.8,0.8,0.8
4856,"(1.755781, 0.383026, -4.4269); (1.631565, 0.114647, -4.420197); (1.555222, 0.119347, -4.712748); (1.682072, 0.388145, -4.721278)",0.8,0.8,0.8
4857,"(-3.083619, -0.536232, 7.020051); (-2.791841, -0.574913, 7.01513); (-2.774516, -0.648445, 7.30391); (-3.070997, -0.615128, 7.310606)",0.8,0.8,0.8
4858,"(-2.750817, -0.718658, 7.593778); (-2.774516, -0.648445, 7.30391); (-2.476497, -0.650398, 7.298084); (-2.450577, -0.721741, 7.585104)",0.8,0.8,0.8
4859,"(-2.476497, -0.650398, 7.298084); (-2.774516, -0.648445, 7.30391); (-2.791841, -0.574913, 7.01513); (-2.497366, -0.57856, 7.011879)",0.8,0.8,0.8
4860,"(-2.152156, -0.706177, 7.57588); (-2.450577, -0.721741, 7.585104); (-2.476497, -0.650398, 7.298084); (-2.179808, -0.637444, 7.290446)",0.8,0.8,0.8
4861,"(-2.41844, -0.781898, 7.875284); (-2.71961, -0.774857, 7.887039); (-2.750817, -0.718658, 7.593778); (-2.450577, -0.721741, 7.585104)",0.8,0.8,0.8
4862,"(-2.750817, -0.718658, 7.593778); (-3.049883, -0.681755, 7.604065); (-3.070997, -0.615128, 7.310606); (-2.774516, -0.648445, 7.30391)",0.8,0.8,0.8
4863,"(-2.010882, -0.158432, -1.045393); (-2.102362, -0.194473, -1.305799); (-1.854451, -0.328781, -1.352303); (-1.763716, -0.292473, -1.090296)",0.8,0.8,0.8
4864,"(-1.695939, -0.496841, -1.662146); (-1.602674, -0.45681, -1.39921); (-1.854451, -0.328781, -1.352303); (-1.949488, -0.370583, -1.61325)",0.8,0.8,0.8
4865,"(-4.484841, 0.966728, 7.486879); (-4.459456, 0.68837, 7.45174); (-4.502582, 0.605446, 7.744358); (-4.535396, 0.886002, 7.777837)",0.8,0.8,0.8
4866,"(-4.492893, 1.241508, 7.518893); (-4.484841, 0.966728, 7.486879); (-4.535396, 0.886002, 7.777837); (-4.546711, 1.163391, 7.808484)",0.8,0.8,0.8
4867,"(-1.91116, 12.382446, -8.84133); (-1.634127, 12.376785, -8.817419); (-1.640966, 12.105148, -8.817623); (-1.918405, 12.111008, -8.847024)",0.8,0.8,0.8
4868,"(-1.640966, 12.105148, -8.817623); (-1.634127, 12.376785, -8.817419); (-1.374603, 12.367592, -8.714274); (-1.38212, 12.09584, -8.711789)",0.8,0.8,0.8
4869,"(-1.646538, 11.834076, -8.823279); (-1.640966, 12.105148, -8.817623); (-1.38212, 12.09584, -8.711789); (-1.387704, 11.824348, -8.713572)",0.8,0.8,0.8
4870,"(-1.38212, 12.09584, -8.711789); (-1.149, 12.084961, -8.557259); (-1.157815, 11.813278, -8.55255); (-1.387704, 11.824348, -8.713572)",0.8,0.8,0.8
4871,"(-1.933936, 11.569473, -8.8579); (-1.927251, 11.840042, -8.851017); (-1.646538, 11.834076, -8.823279); (-1.652453, 11.563263, -8.826545)",0.8,0.8,0.8
4872,"(-1.646538, 11.834076, -8.823279); (-1.927251, 11.840042, -8.851017); (-1.918405, 12.111008, -8.847024); (-1.640966, 12.105148, -8.817623)",0.8,0.8,0.8
4873,"(-1.394581, 11.553162, -8.711617); (-1.652453, 11.563263, -8.826545); (-1.646538, 11.834076, -8.823279); (-1.387704, 11.824348, -8.713572)",0.8,0.8,0.8
4874,"(1.671648, 5.728409, -1.400696); (1.707192, 5.734154, -1.089346); (1.795427, 5.434593, -1.157019); (1.753448, 5.430717, -1.464401)",0.8,0.8,0.8
4875,"(1.707192, 5.734154, -1.089346); (1.671648, 5.728409, -1.400696); (1.571664, 6.021507, -1.339224); (1.599028, 6.030495, -1.027558)",0.8,0.8,0.8
4876,"(1.437286, 6.293434, -1.605328); (1.460566, 6.311424, -1.288513); (1.571664, 6.021507, -1.339224); (1.532064, 6.006393, -1.655335)",0.8,0.8,0.8
4877,"(1.622928, 5.716293, -1.711478); (1.532064, 6.006393, -1.655335); (1.571664, 6.021507, -1.339224); (1.671648, 5.728409, -1.400696)",0.8,0.8,0.8
4878,"(1.473665, 6.322189, -0.971418); (1.599028, 6.030495, -1.027558); (1.571664, 6.021507, -1.339224); (1.460566, 6.311424, -1.288513)",0.8,0.8,0.8
4879,"(1.707192, 5.734154, -1.089346); (1.729423, 5.730659, -0.779877); (1.829287, 5.431702, -0.851097); (1.795427, 5.434593, -1.157019)",0.8,0.8,0.8
4880,"(1.407723, 6.275719, -1.925909); (1.437286, 6.293434, -1.605328); (1.532064, 6.006393, -1.655335); (1.488573, 5.989449, -1.969797)",0.8,0.8,0.8
4881,"(1.532064, 6.006393, -1.655335); (1.622928, 5.716293, -1.711478); (1.568743, 5.700439, -2.021801); (1.488573, 5.989449, -1.969797)",0.8,0.8,0.8
4882,"(1.407723, 6.275719, -1.925909); (1.488573, 5.989449, -1.969797); (1.440481, 5.972466, -2.282959); (1.369023, 6.25679, -2.243284)",0.8,0.8,0.8
4883,"(0.620119, -0.242386, -6.703131); (0.401745, -0.434792, -6.640757); (0.312189, -0.409515, -6.930682); (0.527438, -0.215904, -6.995927)",0.8,0.8,0.8
4884,"(0.158779, -0.591324, -6.568061); (0.071902, -0.566811, -6.854563); (0.312189, -0.409515, -6.930682); (0.401745, -0.434792, -6.640757)",0.8,0.8,0.8
4885,"(0.431688, -0.186539, -7.288356); (0.527438, -0.215904, -6.995927); (0.312189, -0.409515, -6.930682); (0.218932, -0.379951, -7.219524)",0.8,0.8,0.8
4886,"(0.620119, -0.242386, -6.703131); (0.709169, -0.264938, -6.409888); (0.484941, -0.451248, -6.349123); (0.401745, -0.434792, -6.640757)",0.8,0.8,0.8
4887,"(0.620119, -0.242386, -6.703131); (0.527438, -0.215904, -6.995927); (0.720088, 0.004776, -7.050746); (0.816146, -0.023338, -6.755315)",0.8,0.8,0.8
4888,"(0.907739, -0.047241, -6.45947); (0.709169, -0.264938, -6.409888); (0.620119, -0.242386, -6.703131); (0.816146, -0.023338, -6.755315)",0.8,0.8,0.8
4889,"(-2.218165, 11.299316, -8.825713); (-2.212823, 11.569817, -8.819058); (-1.933936, 11.569473, -8.8579); (-1.938693, 11.299232, -8.870435)",0.8,0.8,0.8
4890,"(-1.927251, 11.840042, -8.851017); (-1.933936, 11.569473, -8.8579); (-2.212823, 11.569817, -8.819058); (-2.205337, 11.840866, -8.815853)",0.8,0.8,0.8
4891,"(-2.212823, 11.569817, -8.819058); (-2.218165, 11.299316, -8.825713); (-2.478484, 11.294113, -8.726116); (-2.473145, 11.564804, -8.723554)",0.8,0.8,0.8
4892,"(-4.297702, 1.060623, -3.726222); (-4.20812, 1.071472, -3.449298); (-4.262626, 1.366432, -3.432202); (-4.337211, 1.360512, -3.711656)",0.8,0.8,0.8
4893,"(-0.294575, -0.446548, 1.453198); (-0.560262, -0.352623, 1.49428); (-0.613968, -0.359398, 1.222605); (-0.348315, -0.453728, 1.180738)",0.8,0.8,0.8
4894,"(-0.405742, -0.465096, 0.909517); (-0.348315, -0.453728, 1.180738); (-0.613968, -0.359398, 1.222605); (-0.670881, -0.368271, 0.952125)",0.8,0.8,0.8
4895,"(-0.825711, -0.260155, 1.534071); (-0.878925, -0.265022, 1.263248); (-0.613968, -0.359398, 1.222605); (-0.560262, -0.352623, 1.49428)",0.8,0.8,0.8
4896,"(-0.294575, -0.446548, 1.453198); (-0.348315, -0.453728, 1.180738); (-0.083998, -0.554085, 1.138216); (-0.030385, -0.546486, 1.4115)",0.8,0.8,0.8
4897,"(0.599641, 14.853264, -6.513471); (0.56743, 14.580254, -6.479216); (0.449935, 14.563812, -6.725446); (0.485132, 14.836479, -6.76003)",0.8,0.8,0.8
4898,"(0.688874, 14.597404, -6.234701); (0.56743, 14.580254, -6.479216); (0.599641, 14.853264, -6.513471); (0.711528, 14.871628, -6.265632)",0.8,0.8,0.8
4899,"(0.628576, 15.126785, -6.545903); (0.599641, 14.853264, -6.513471); (0.485132, 14.836479, -6.76003); (0.51952, 15.109459, -6.79395)",0.8,0.8,0.8
4900,"(0.407418, 15.092934, -7.040956); (0.51952, 15.109459, -6.79395); (0.485132, 14.836479, -6.76003); (0.37423, 14.819977, -7.008472)",0.8,0.8,0.8
4901,"(0.628576, 15.126785, -6.545903); (0.736623, 15.145271, -6.297956); (0.711528, 14.871628, -6.265632); (0.599641, 14.853264, -6.513471)",0.8,0.8,0.8
4902,"(-0.955104, -0.793533, -7.43654); (-1.222886, -0.840271, -7.345422); (-1.295139, -0.822266, -7.619904); (-1.034009, -0.771713, -7.712989)",0.8,0.8,0.8
4903,"(-1.295139, -0.822266, -7.619904); (-1.560656, -0.855957, -7.529599); (-1.628983, -0.826614, -7.798756); (-1.371983, -0.79348, -7.892285)",0.8,0.8,0.8
4904,"(-0.955104, -0.793533, -7.43654); (-0.695215, -0.712921, -7.52826); (-0.614952, -0.728607, -7.24802); (-0.879272, -0.808998, -7.15869)",0.8,0.8,0.8
4905,"(-0.955104, -0.793533, -7.43654); (-0.879272, -0.808998, -7.15869); (-1.152379, -0.853317, -7.069764); (-1.222886, -0.840271, -7.345422)",0.8,0.8,0.8
4906,"(-0.779636, -0.691605, -7.806892); (-0.695215, -0.712921, -7.52826); (-0.955104, -0.793533, -7.43654); (-1.034009, -0.771713, -7.712989)",0.8,0.8,0.8
4907,"(-0.805162, -0.819771, -6.88003); (-0.879272, -0.808998, -7.15869); (-0.614952, -0.728607, -7.24802); (-0.535019, -0.747604, -6.967492)",0.8,0.8,0.8
4908,"(-3.593221, 10.092819, -6.308302); (-3.472937, 10.100281, -6.561808); (-3.468621, 9.824898, -6.558825); (-3.595182, 9.816971, -6.306623)",0.8,0.8,0.8
4909,"(-3.714452, 10.08783, -6.053256); (-3.721478, 9.811951, -6.052169); (-3.854332, 9.809654, -5.798511); (-3.843822, 10.085609, -5.799856)",0.8,0.8,0.8
4910,"(-3.830762, 10.361885, -5.8044); (-3.708848, 10.364487, -6.059274); (-3.714452, 10.08783, -6.053256); (-3.843822, 10.085609, -5.799856)",0.8,0.8,0.8
4911,"(-0.522878, 6.296822, 3.655994); (-0.771133, 6.356026, 3.738547); (-0.766076, 6.215889, 4.019167); (-0.518102, 6.160095, 3.93875)",0.0,1.0,0.0
4912,"(-0.280225, 6.081909, 3.850917); (-0.28221, 6.217613, 3.567252); (-0.522878, 6.296822, 3.655994); (-0.518102, 6.160095, 3.93875)",0.0,1.0,0.0
4913,"(-0.521066, 6.441528, 3.374335); (-0.522878, 6.296822, 3.655994); (-0.28221, 6.217613, 3.567252); (-0.280366, 6.360382, 3.283482)",0.0,1.0,0.0
4914,"(-0.28221, 6.217613, 3.567252); (-0.047338, 6.124817, 3.476285); (-0.04541, 6.265457, 3.190594); (-0.280366, 6.360382, 3.283482)",0.0,1.0,0.0
4915,"(-0.521066, 6.441528, 3.374335); (-0.771387, 6.504402, 3.459051); (-0.771133, 6.356026, 3.738547); (-0.522878, 6.296822, 3.655994)",0.0,1.0,0.0
4916,"(-0.047338, 6.124817, 3.476285); (-0.28221, 6.217613, 3.567252); (-0.280225, 6.081909, 3.850917); (-0.045181, 5.98999, 3.760993)",0.0,1.0,0.0
4917,"(-0.04541, 6.265457, 3.190594); (-0.047338, 6.124817, 3.476285); (0.185609, 6.01973, 3.386477); (0.189504, 6.156654, 3.101312)",0.0,1.0,0.0
4918,"(3.499383, 1.900864, 2.551459); (3.600051, 1.635666, 2.489162); (3.557492, 1.67131, 2.210291); (3.453077, 1.939072, 2.272896)",0.8,0.8,0.8
4919,"(-4.464783, 7.306114, -2.450701); (-4.494471, 7.600281, -2.422576); (-4.559047, 7.590668, -2.701894); (-4.523658, 7.295815, -2.730152)",0.8,0.8,0.8
4920,"(-4.494471, 7.600281, -2.422576); (-4.413036, 7.613106, -2.146332); (-4.434842, 7.909172, -2.126504); (-4.530208, 7.895851, -2.398394)",0.8,0.8,0.8
4921,"(-4.602936, 7.885925, -2.675388); (-4.559047, 7.590668, -2.701894); (-4.494471, 7.600281, -2.422576); (-4.530208, 7.895851, -2.398394)",0.8,0.8,0.8
4922,"(-4.571965, 7.286812, -3.010148); (-4.523658, 7.295815, -2.730152); (-4.559047, 7.590668, -2.701894); (-4.609353, 7.581345, -2.982268)",0.8,0.8,0.8
4923,"(-4.559047, 7.590668, -2.701894); (-4.602936, 7.885925, -2.675388); (-4.668591, 7.875092, -2.9523); (-4.609353, 7.581345, -2.982268)",0.8,0.8,0.8
4924,"(2.874097, -0.890526, 5.242918); (3.161638, -0.817108, 5.201346); (3.203931, -0.833862, 5.484677); (2.914268, -0.905701, 5.525626)",0.8,0.8,0.8
4925,"(2.832146, -0.87941, 4.960717); (2.874097, -0.890526, 5.242918); (2.580215, -0.926315, 5.286345); (2.540138, -0.918457, 5.004612)",0.8,0.8,0.8
4926,"(2.580215, -0.926315, 5.286345); (2.284328, -0.932884, 5.330332); (2.245758, -0.925308, 5.049048); (2.540138, -0.918457, 5.004612)",0.8,0.8,0.8
4927,"(2.321258, -0.946259, 5.61215); (2.284328, -0.932884, 5.330332); (2.580215, -0.926315, 5.286345); (2.61863, -0.940498, 5.568511)",0.8,0.8,0.8
4928,"(2.580215, -0.926315, 5.286345); (2.874097, -0.890526, 5.242918); (2.914268, -0.905701, 5.525626); (2.61863, -0.940498, 5.568511)",0.8,0.8,0.8
4929,"(2.498278, -0.913635, 4.723417); (2.788099, -0.868805, 4.679319); (2.832146, -0.87941, 4.960717); (2.540138, -0.918457, 5.004612)",0.8,0.8,0.8
4930,"(2.832146, -0.87941, 4.960717); (3.116613, -0.800125, 4.918845); (3.161638, -0.817108, 5.201346); (2.874097, -0.890526, 5.242918)",0.8,0.8,0.8
4931,"(0.1937, 13.457092, -6.838478); (0.071126, 13.445122, -7.084956); (0.108788, 13.71743, -7.118968); (0.229383, 13.73008, -6.87196)",0.8,0.8,0.8
4932,"(0.26562, 14.002747, -6.905966); (0.229383, 13.73008, -6.87196); (0.108788, 13.71743, -7.118968); (0.146498, 13.989555, -7.153215)",0.8,0.8,0.8
4933,"(-0.052973, 13.434914, -7.330884); (-0.016468, 13.707031, -7.363943); (0.108788, 13.71743, -7.118968); (0.071126, 13.445122, -7.084956)",0.8,0.8,0.8
4934,"(0.1937, 13.457092, -6.838478); (0.163722, 13.182854, -6.808065); (0.037724, 13.17173, -7.053269); (0.071126, 13.445122, -7.084956)",0.8,0.8,0.8
4935,"(0.835875, 15.168251, -6.0465); (0.815923, 14.893372, -6.01451); (0.711528, 14.871628, -6.265632); (0.736623, 15.145271, -6.297956)",0.8,0.8,0.8
4936,"(0.711528, 14.871628, -6.265632); (0.815923, 14.893372, -6.01451); (0.797508, 14.61824, -5.984235); (0.688874, 14.597404, -6.234701)",0.8,0.8,0.8
4937,"(0.835875, 15.168251, -6.0465); (0.921398, 15.193329, -5.789278); (0.905433, 14.91787, -5.7574); (0.815923, 14.893372, -6.01451)",0.8,0.8,0.8
4938,"(-3.38558, 15.95726, -1.569999); (-3.345622, 15.662323, -1.484933); (-3.174641, 15.755714, -1.257509); (-3.217761, 16.059029, -1.33287)",0.8,0.8,0.8
4939,"(-2.955314, 15.52597, -0.975845); (-2.991693, 15.8451, -1.026444); (-3.174641, 15.755714, -1.257509); (-3.135897, 15.446152, -1.199781)",0.8,0.8,0.8
